class_desc,domain_desc,asd_desc,domaincat_desc,short_desc,watershed_desc,state_name,state_fips_code,Value,group_desc,unit_desc,prodn_practice_desc,state_ansi,freq_desc,load_time,county_ansi,statisticcat_desc,commodity_desc,agg_level_desc,end_code,county_name,zip_5,state_alpha,util_practice_desc,reference_period_desc,source_desc,location_desc,week_ending,year,country_code,county_code,CV (%),congr_district_code,region_desc,asd_code,begin_code,watershed_code,country_name,sector_desc
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.68,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2018-09-27 15:06:18.000,,PRICE RECEIVED,CORN,NATIONAL,09,,,US,GRAIN,SEP,SURVEY,US TOTAL,,2015,9000,,,,,,09,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.67,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2018-09-27 15:06:18.000,,PRICE RECEIVED,CORN,NATIONAL,10,,,US,GRAIN,OCT,SURVEY,US TOTAL,,2015,9000,,,,,,10,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.59,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2018-09-27 15:06:18.000,,PRICE RECEIVED,CORN,NATIONAL,11,,,US,GRAIN,NOV,SURVEY,US TOTAL,,2015,9000,,,,,,11,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.65,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2018-09-27 15:06:18.000,,PRICE RECEIVED,CORN,NATIONAL,12,,,US,GRAIN,DEC,SURVEY,US TOTAL,,2015,9000,,,,,,12,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.7,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2019-04-05 15:00:25.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,MARKETING YEAR,SURVEY,US TOTAL,,2014,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.11,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2022-07-29 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,YEAR,SURVEY,US TOTAL,,2014,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.42,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2016-09-29 15:07:37.000,,PRICE RECEIVED,CORN,NATIONAL,01,,,US,GRAIN,JAN,SURVEY,US TOTAL,,2014,9000,,,,,,01,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.35,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2016-09-29 15:07:37.000,,PRICE RECEIVED,CORN,NATIONAL,02,,,US,GRAIN,FEB,SURVEY,US TOTAL,,2014,9000,,,,,,02,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.52,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2016-09-29 15:07:37.000,,PRICE RECEIVED,CORN,NATIONAL,03,,,US,GRAIN,MAR,SURVEY,US TOTAL,,2014,9000,,,,,,03,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.71,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2016-09-29 15:07:37.000,,PRICE RECEIVED,CORN,NATIONAL,04,,,US,GRAIN,APR,SURVEY,US TOTAL,,2014,9000,,,,,,04,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.71,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2016-09-29 15:07:37.000,,PRICE RECEIVED,CORN,NATIONAL,05,,,US,GRAIN,MAY,SURVEY,US TOTAL,,2014,9000,,,,,,05,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.5,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2016-09-29 15:07:37.000,,PRICE RECEIVED,CORN,NATIONAL,06,,,US,GRAIN,JUN,SURVEY,US TOTAL,,2014,9000,,,,,,06,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.06,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2016-11-30 15:19:50.000,,PRICE RECEIVED,CORN,NATIONAL,07,,,US,GRAIN,JUL,SURVEY,US TOTAL,,2014,9000,,,,,,07,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.63,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2016-11-30 15:19:50.000,,PRICE RECEIVED,CORN,NATIONAL,08,,,US,GRAIN,AUG,SURVEY,US TOTAL,,2014,9000,,,,,,08,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.49,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2017-09-28 15:08:15.000,,PRICE RECEIVED,CORN,NATIONAL,09,,,US,GRAIN,SEP,SURVEY,US TOTAL,,2014,9000,,,,,,09,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.57,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2017-09-28 15:08:15.000,,PRICE RECEIVED,CORN,NATIONAL,10,,,US,GRAIN,OCT,SURVEY,US TOTAL,,2014,9000,,,,,,10,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.6,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2017-09-28 15:08:15.000,,PRICE RECEIVED,CORN,NATIONAL,11,,,US,GRAIN,NOV,SURVEY,US TOTAL,,2014,9000,,,,,,11,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.79,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2017-09-28 15:08:15.000,,PRICE RECEIVED,CORN,NATIONAL,12,,,US,GRAIN,DEC,SURVEY,US TOTAL,,2014,9000,,,,,,12,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.46,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2019-04-05 15:00:25.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,MARKETING YEAR,SURVEY,US TOTAL,,2013,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.15,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2022-07-29 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,YEAR,SURVEY,US TOTAL,,2013,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.96,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2015-09-29 15:13:09.000,,PRICE RECEIVED,CORN,NATIONAL,01,,,US,GRAIN,JAN,SURVEY,US TOTAL,,2013,9000,,,,,,01,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,7.04,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2015-09-29 15:13:09.000,,PRICE RECEIVED,CORN,NATIONAL,02,,,US,GRAIN,FEB,SURVEY,US TOTAL,,2013,9000,,,,,,02,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,7.13,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2015-09-29 15:13:09.000,,PRICE RECEIVED,CORN,NATIONAL,03,,,US,GRAIN,MAR,SURVEY,US TOTAL,,2013,9000,,,,,,03,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.97,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2015-09-29 15:13:09.000,,PRICE RECEIVED,CORN,NATIONAL,04,,,US,GRAIN,APR,SURVEY,US TOTAL,,2013,9000,,,,,,04,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.97,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2015-09-29 15:13:09.000,,PRICE RECEIVED,CORN,NATIONAL,05,,,US,GRAIN,MAY,SURVEY,US TOTAL,,2013,9000,,,,,,05,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.97,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2015-09-29 15:13:09.000,,PRICE RECEIVED,CORN,NATIONAL,06,,,US,GRAIN,JUN,SURVEY,US TOTAL,,2013,9000,,,,,,06,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.79,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2015-11-30 15:03:48.000,,PRICE RECEIVED,CORN,NATIONAL,07,,,US,GRAIN,JUL,SURVEY,US TOTAL,,2013,9000,,,,,,07,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.21,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2015-11-30 15:03:48.000,,PRICE RECEIVED,CORN,NATIONAL,08,,,US,GRAIN,AUG,SURVEY,US TOTAL,,2013,9000,,,,,,08,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,5.4,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2016-09-29 15:07:37.000,,PRICE RECEIVED,CORN,NATIONAL,09,,,US,GRAIN,SEP,SURVEY,US TOTAL,,2013,9000,,,,,,09,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.63,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2016-09-29 15:07:37.000,,PRICE RECEIVED,CORN,NATIONAL,10,,,US,GRAIN,OCT,SURVEY,US TOTAL,,2013,9000,,,,,,10,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.37,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2016-09-29 15:07:37.000,,PRICE RECEIVED,CORN,NATIONAL,11,,,US,GRAIN,NOV,SURVEY,US TOTAL,,2013,9000,,,,,,11,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.41,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2016-09-29 15:07:37.000,,PRICE RECEIVED,CORN,NATIONAL,12,,,US,GRAIN,DEC,SURVEY,US TOTAL,,2013,9000,,,,,,12,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.89,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2015-09-29 15:13:09.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,MARKETING YEAR,SURVEY,US TOTAL,,2012,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.67,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2022-07-29 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,YEAR,SURVEY,US TOTAL,,2012,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.07,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2014-09-29 15:10:54.000,,PRICE RECEIVED,CORN,NATIONAL,01,,,US,GRAIN,JAN,SURVEY,US TOTAL,,2012,9000,,,,,,01,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.28,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2014-09-29 15:10:54.000,,PRICE RECEIVED,CORN,NATIONAL,02,,,US,GRAIN,FEB,SURVEY,US TOTAL,,2012,9000,,,,,,02,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.35,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2014-09-29 15:10:54.000,,PRICE RECEIVED,CORN,NATIONAL,03,,,US,GRAIN,MAR,SURVEY,US TOTAL,,2012,9000,,,,,,03,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.34,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2014-09-29 15:10:54.000,,PRICE RECEIVED,CORN,NATIONAL,04,,,US,GRAIN,APR,SURVEY,US TOTAL,,2012,9000,,,,,,04,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.34,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2014-09-29 15:10:54.000,,PRICE RECEIVED,CORN,NATIONAL,05,,,US,GRAIN,MAY,SURVEY,US TOTAL,,2012,9000,,,,,,05,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.37,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2014-09-29 15:10:54.000,,PRICE RECEIVED,CORN,NATIONAL,06,,,US,GRAIN,JUN,SURVEY,US TOTAL,,2012,9000,,,,,,06,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,7.14,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2014-11-26 12:14:27.000,,PRICE RECEIVED,CORN,NATIONAL,07,,,US,GRAIN,JUL,SURVEY,US TOTAL,,2012,9000,,,,,,07,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,7.63,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2014-11-26 12:14:27.000,,PRICE RECEIVED,CORN,NATIONAL,08,,,US,GRAIN,AUG,SURVEY,US TOTAL,,2012,9000,,,,,,08,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.89,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2015-09-29 15:13:09.000,,PRICE RECEIVED,CORN,NATIONAL,09,,,US,GRAIN,SEP,SURVEY,US TOTAL,,2012,9000,,,,,,09,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.78,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2015-09-29 15:13:09.000,,PRICE RECEIVED,CORN,NATIONAL,10,,,US,GRAIN,OCT,SURVEY,US TOTAL,,2012,9000,,,,,,10,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,7.01,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2015-09-29 15:13:09.000,,PRICE RECEIVED,CORN,NATIONAL,11,,,US,GRAIN,NOV,SURVEY,US TOTAL,,2012,9000,,,,,,11,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.87,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2015-09-29 15:13:09.000,,PRICE RECEIVED,CORN,NATIONAL,12,,,US,GRAIN,DEC,SURVEY,US TOTAL,,2012,9000,,,,,,12,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.22,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2014-11-06 10:31:04.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,MARKETING YEAR,SURVEY,US TOTAL,,2011,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.02,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2021-07-30 15:01:19.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,YEAR,SURVEY,US TOTAL,,2011,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.94,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2013-09-27 15:18:36.000,,PRICE RECEIVED,CORN,NATIONAL,01,,,US,GRAIN,JAN,SURVEY,US TOTAL,,2011,9000,,,,,,01,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,5.65,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2013-09-27 15:18:36.000,,PRICE RECEIVED,CORN,NATIONAL,02,,,US,GRAIN,FEB,SURVEY,US TOTAL,,2011,9000,,,,,,02,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,5.53,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2013-09-27 15:18:36.000,,PRICE RECEIVED,CORN,NATIONAL,03,,,US,GRAIN,MAR,SURVEY,US TOTAL,,2011,9000,,,,,,03,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.36,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2013-09-27 15:18:36.000,,PRICE RECEIVED,CORN,NATIONAL,04,,,US,GRAIN,APR,SURVEY,US TOTAL,,2011,9000,,,,,,04,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.32,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2013-09-27 15:18:36.000,,PRICE RECEIVED,CORN,NATIONAL,05,,,US,GRAIN,MAY,SURVEY,US TOTAL,,2011,9000,,,,,,05,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.38,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2013-09-27 15:18:36.000,,PRICE RECEIVED,CORN,NATIONAL,06,,,US,GRAIN,JUN,SURVEY,US TOTAL,,2011,9000,,,,,,06,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.33,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2013-12-03 12:19:02.000,,PRICE RECEIVED,CORN,NATIONAL,07,,,US,GRAIN,JUL,SURVEY,US TOTAL,,2011,9000,,,,,,07,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.88,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2013-12-03 12:19:02.000,,PRICE RECEIVED,CORN,NATIONAL,08,,,US,GRAIN,AUG,SURVEY,US TOTAL,,2011,9000,,,,,,08,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,6.38,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2014-09-29 15:10:54.000,,PRICE RECEIVED,CORN,NATIONAL,09,,,US,GRAIN,SEP,SURVEY,US TOTAL,,2011,9000,,,,,,09,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,5.73,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2014-09-29 15:10:54.000,,PRICE RECEIVED,CORN,NATIONAL,10,,,US,GRAIN,OCT,SURVEY,US TOTAL,,2011,9000,,,,,,10,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,5.83,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2014-09-29 15:10:54.000,,PRICE RECEIVED,CORN,NATIONAL,11,,,US,GRAIN,NOV,SURVEY,US TOTAL,,2011,9000,,,,,,11,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,5.86,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2014-09-29 15:10:54.000,,PRICE RECEIVED,CORN,NATIONAL,12,,,US,GRAIN,DEC,SURVEY,US TOTAL,,2011,9000,,,,,,12,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,5.18,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2014-11-06 10:31:04.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,MARKETING YEAR,SURVEY,US TOTAL,,2010,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.83,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2020-07-31 15:04:55.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,YEAR,SURVEY,US TOTAL,,2010,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.66,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2012-09-27 15:15:55.000,,PRICE RECEIVED,CORN,NATIONAL,01,,,US,GRAIN,JAN,SURVEY,US TOTAL,,2010,9000,,,,,,01,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.55,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2012-09-27 15:15:55.000,,PRICE RECEIVED,CORN,NATIONAL,02,,,US,GRAIN,FEB,SURVEY,US TOTAL,,2010,9000,,,,,,02,00000000,UNITED STATES,CROPS
